lab,method,subid,age_days,trial_type,trial_num,looking_time
ubc,single-screen,I?35,140.2,ADS,5.0,9.39
ubc,single-screen,IV34,103.9,ADS,5.0,19.48
ubc,single-screen,OC29,155.5,ADS,5.0,4.44
ubc,single-screen,AC18,111.9,ADS,6.0,3.65
ubc,single-screen,ES14,159.5,ADS,6.0,2.97
ubc,single-screen,GM26,198.8,ADS,6.0,18.2
ubc,single-screen,C38,169.5,ADS,6.0,10.0
ubc,single-screen,SF11,181.5,ADS,6.0,6.08
ubc,single-screen,M25,178.5,ADS,6.0,18.05
ubc,single-screen,FA23,174.5,ADS,6.0,15.91
ubc,single-screen,AJ17,153.5,ADS,6.0,NA
ubc,single-screen,EM16,133.2,ADS,6.0,4.44
ubc,single-screen,OJ21,158.5,ADS,6.0,15.84
ubc,single-screen,AZ13,186.8,ADS,6.0,3.4
ubc,single-screen,YL19,156.5,ADS,6.0,7.94
ubc,single-screen,OC20,166.5,ADS,6.0,0.97
ubc,single-screen,EA24,163.5,ADS,6.0,2.11
ubc,single-screen,EF27,194.8,ADS,6.0,2.8
ubc,single-screen,NB33,186.8,ADS,6.0,2.61
ubc,single-screen,I?35,140.2,ADS,6.0,7.28
ubc,single-screen,IV34,103.9,ADS,6.0,NA
ubc,single-screen,OC29,155.5,ADS,6.0,NA
ubc,single-screen,AC18,111.9,ADS,7.0,1.82
ubc,single-screen,ES14,159.5,ADS,7.0,2.33
ubc,single-screen,GM26,198.8,ADS,7.0,5.84
ubc,single-screen,C38,169.5,ADS,7.0,4.47
ubc,single-screen,SF11,181.5,ADS,7.0,2.76
ubc,single-screen,M25,178.5,ADS,7.0,3.33
ubc,single-screen,FA23,174.5,ADS,7.0,8.0
ubc,single-screen,AJ17,153.5,ADS,7.0,NA
ubc,single-screen,EM16,133.2,ADS,7.0,12.01
ubc,single-screen,OJ21,158.5,ADS,7.0,9.73
ubc,single-screen,AZ13,186.8,ADS,7.0,10.91
ubc,single-screen,YL19,156.5,ADS,7.0,12.83
ubc,single-screen,OC20,166.5,ADS,7.0,11.33
ubc,single-screen,EA24,163.5,ADS,7.0,15.62
ubc,single-screen,EF27,194.8,ADS,7.0,9.1
ubc,single-screen,NB33,186.8,ADS,7.0,5.17
ubc,single-screen,I?35,140.2,ADS,7.0,5.23
ubc,single-screen,IV34,103.9,ADS,7.0,20.0
ubc,single-screen,OC29,155.5,ADS,7.0,11.46
ubc,single-screen,AC18,111.9,ADS,8.0,6.66
ubc,single-screen,ES14,159.5,ADS,8.0,3.68
ubc,single-screen,GM26,198.8,ADS,8.0,1.94
ubc,single-screen,C38,169.5,ADS,8.0,4.98
ubc,single-screen,SF11,181.5,ADS,8.0,2.36
ubc,single-screen,M25,178.5,ADS,8.0,5.93
ubc,single-screen,FA23,174.5,ADS,8.0,4.81
ubc,single-screen,AJ17,153.5,ADS,8.0,NA
ubc,single-screen,EM16,133.2,ADS,8.0,2.83
ubc,single-screen,OJ21,158.5,ADS,8.0,9.14
ubc,single-screen,AZ13,186.8,ADS,8.0,10.18
ubc,single-screen,YL19,156.5,ADS,8.0,15.86
ubc,single-screen,OC20,166.5,ADS,8.0,1.09
ubc,single-screen,EA24,163.5,ADS,8.0,5.97
ubc,single-screen,EF27,194.8,ADS,8.0,2.16
ubc,single-screen,NB33,186.8,ADS,8.0,5.35
ubc,single-screen,I?35,140.2,ADS,8.0,11.91
ubc,single-screen,IV34,103.9,ADS,8.0,NA
ubc,single-screen,OC29,155.5,ADS,8.0,NA
stanford,eye-tracking,P03-A,450.0,IDS,1.0,0.0
stanford,eye-tracking,P03-A,450.0,ADS,1.0,0.06700000000000017
stanford,eye-tracking,P03-A,450.0,IDS,2.0,0.03399999999999892
stanford,eye-tracking,P03-A,450.0,ADS,2.0,0.03300000000000125
stanford,eye-tracking,P03-A,450.0,ADS,3.0,0.03300000000000125
stanford,eye-tracking,P03-A,450.0,IDS,3.0,0.19899999999999807
stanford,eye-tracking,P03-A,450.0,IDS,4.0,0.0
stanford,eye-tracking,P03-A,450.0,ADS,4.0,0.0
stanford,eye-tracking,P03-A,450.0,ADS,5.0,0.0
stanford,eye-tracking,P03-A,450.0,IDS,5.0,0.0
stanford,eye-tracking,P03-A,450.0,ADS,6.0,0.0
stanford,eye-tracking,P03-A,450.0,IDS,6.0,0.9329999999999359
stanford,eye-tracking,P03-A,450.0,IDS,7.0,1.5319999999999538
stanford,eye-tracking,P03-A,450.0,ADS,7.0,0.7009999999999081
stanford,eye-tracking,P03-A,450.0,ADS,8.0,2.3679999999999097
stanford,eye-tracking,P03-B,453.0,NA,NA,NA
stanford,eye-tracking,P06,438.0,IDS,1.0,1.9649999999999892
stanford,eye-tracking,P06,438.0,ADS,1.0,0.03300000000000125
stanford,eye-tracking,P06,438.0,IDS,2.0,0.1670000000000016
stanford,eye-tracking,P06,438.0,ADS,2.0,13.297999999999917
stanford,eye-tracking,P06,438.0,ADS,3.0,8.097000000000065
stanford,eye-tracking,P06,438.0,IDS,3.0,15.236000000000104
stanford,eye-tracking,P06,438.0,IDS,4.0,0.06700000000000728
stanford,eye-tracking,P07,378.0,IDS,1.0,13.46800000000006
stanford,eye-tracking,P07,378.0,ADS,1.0,4.866
stanford,eye-tracking,P07,378.0,IDS,2.0,14.363000000000042
stanford,eye-tracking,P07,378.0,ADS,2.0,7.495000000000033
stanford,eye-tracking,P07,378.0,ADS,3.0,1.464999999999975
stanford,eye-tracking,P07,378.0,IDS,3.0,10.694999999999993
stanford,eye-tracking,P07,378.0,IDS,4.0,3.930999999999983
stanford,eye-tracking,P07,378.0,ADS,4.0,0.0
stanford,eye-tracking,P07,378.0,ADS,5.0,0.0
stanford,eye-tracking,P07,378.0,IDS,5.0,0.33299999999997
stanford,eye-tracking,P07,378.0,ADS,6.0,0.0
stanford,eye-tracking,P07,378.0,IDS,6.0,0.0
stanford,eye-tracking,P07,378.0,IDS,7.0,0.0
stanford,eye-tracking,P07,378.0,ADS,7.0,0.0
stanford,eye-tracking,P07,378.0,ADS,8.0,0.66700000000003
stanford,eye-tracking,P08,420.0,IDS,1.0,0.0
stanford,eye-tracking,P08,420.0,ADS,1.0,0.0
stanford,eye-tracking,P08,420.0,IDS,2.0,1.134999999999991
stanford,eye-tracking,P08,420.0,ADS,2.0,3.7970000000000397
stanford,eye-tracking,P08,420.0,ADS,3.0,1.433999999999969
stanford,eye-tracking,P08,420.0,IDS,3.0,0.2990000000000066
stanford,eye-tracking,P08,420.0,IDS,4.0,1.066000000000031
stanford,eye-tracking,P08,420.0,ADS,4.0,0.2009999999999934
stanford,eye-tracking,P08,420.0,ADS,5.0,1.5989999999999611
stanford,eye-tracking,P08,420.0,IDS,5.0,0.0
stanford,eye-tracking,P08,420.0,ADS,6.0,0.5989999999999895
stanford,eye-tracking,P08,420.0,IDS,6.0,0.0
stanford,eye-tracking,P08,420.0,IDS,7.0,0.0
stanford,eye-tracking,P08,420.0,ADS,7.0,0.0
stanford,eye-tracking,P08,420.0,ADS,8.0,3.8670000000000186
stanford,eye-tracking,P08,420.0,IDS,8.0,1.3330000000000268
stanford,eye-tracking,s6,357.0,IDS,1.0,0.4679999999999893
stanford,eye-tracking,s6,357.0,ADS,1.0,1.2990000000000208
stanford,eye-tracking,s6,357.0,IDS,2.0,0.0
stanford,eye-tracking,s6,357.0,ADS,2.0,0.23099999999999454
stanford,eye-tracking,s6,357.0,ADS,3.0,0.0
stanford,eye-tracking,s6,357.0,IDS,3.0,0.03300000000001546
stanford,eye-tracking,s6,357.0,IDS,4.0,0.3989999999999725
stanford,eye-tracking,s6,357.0,ADS,4.0,0.09899999999996112
stanford,eye-tracking,s6,357.0,ADS,5.0,0.13300000000000978
stanford,eye-tracking,s6,357.0,IDS,5.0,0.3660000000000707
stanford,eye-tracking,s6,357.0,ADS,6.0,0.4000000000000341
stanford,eye-tracking,s6,357.0,IDS,6.0,0.03299999999995862
stanford,eye-tracking,s6,357.0,IDS,7.0,0.0
stanford,eye-tracking,s6,357.0,ADS,7.0,0.0
stanford,eye-tracking,s6,357.0,ADS,8.0,0.0
stanford,eye-tracking,mb-s7,438.0,IDS,1.0,0.23199999999999932
stanford,eye-tracking,mb-s7,438.0,ADS,1.0,0.3340000000000032
stanford,eye-tracking,mb-s7,438.0,IDS,2.0,0.0
stanford,eye-tracking,mb-s7,438.0,ADS,2.0,0.0
stanford,eye-tracking,mb-s7,438.0,ADS,3.0,0.0
stanford,eye-tracking,mb-s7,438.0,IDS,3.0,0.03299999999998704
stanford,eye-tracking,mb-s7,438.0,IDS,4.0,0.09900000000001796
stanford,eye-tracking,mb-s7,438.0,ADS,4.0,0.19899999999998386
stanford,eye-tracking,mb-s7,438.0,ADS,5.0,0.09999999999999432
stanford,eye-tracking,mb-s7,438.0,IDS,5.0,0.033999999999991815
stanford,eye-tracking,mb-s7,438.0,ADS,6.0,0.03300000000001546
stanford,eye-tracking,mb-s7,438.0,IDS,6.0,0.03300000000001546
stanford,eye-tracking,mb-s7,438.0,IDS,7.0,0.0
stanford,eye-tracking,mb-s7,438.0,ADS,7.0,0.0
stanford,eye-tracking,mb-s7,438.0,ADS,8.0,0.0
stanford,eye-tracking,mb-s8,435.0,IDS,1.0,0.6670000000000016
stanford,eye-tracking,mb-s8,435.0,ADS,1.0,0.0
stanford,eye-tracking,mb-s8,435.0,IDS,2.0,0.0
stanford,eye-tracking,mb-s8,435.0,ADS,2.0,8.804000000000059
stanford,eye-tracking,mb-s8,435.0,ADS,3.0,3.4000000000000057
stanford,eye-tracking,mb-s8,435.0,IDS,3.0,8.333999999999975
stanford,eye-tracking,mb-s8,435.0,IDS,4.0,0.06599999999997408
stanford,eye-tracking,mb-s8,435.0,ADS,4.0,0.3979999999999677
stanford,eye-tracking,mb-s8,435.0,ADS,5.0,0.6330000000000382
stanford,eye-tracking,mb-s8,435.0,IDS,5.0,0.0
stanford,eye-tracking,mb-s8,435.0,ADS,6.0,3.6030000000001223
stanford,eye-tracking,mb-s8,435.0,IDS,6.0,0.13299999999998136
stanford,eye-tracking,mb-s8,435.0,IDS,7.0,0.0
stanford,eye-tracking,mb-s8,435.0,ADS,7.0,1.2329999999999472
stanford,eye-tracking,mb-s8,435.0,ADS,8.0,7.298000000000172
stanford,eye-tracking,mb-s9,453.0,IDS,1.0,4.099000000000004
stanford,eye-tracking,mb-s9,453.0,ADS,1.0,0.0
stanford,eye-tracking,mb-s9,453.0,IDS,2.0,0.0
stanford,eye-tracking,mb-s9,453.0,ADS,2.0,0.0
stanford,eye-tracking,mb-s9,453.0,ADS,3.0,2.4659999999999798
stanford,eye-tracking,mb-s9,453.0,IDS,3.0,0.0
stanford,eye-tracking,mb-s9,453.0,IDS,4.0,5.432999999999993
stanford,eye-tracking,mb-s9,453.0,ADS,4.0,0.0
stanford,eye-tracking,mb-s9,453.0,ADS,5.0,6.366999999999905
stanford,eye-tracking,mb-s9,453.0,IDS,5.0,18.43100000000021
stanford,eye-tracking,mb-s9,453.0,ADS,6.0,0.0
stanford,eye-tracking,mb-s9,453.0,IDS,6.0,0.0
stanford,eye-tracking,mb-s9,453.0,IDS,7.0,3.3659999999999854
stanford,eye-tracking,mb-s9,453.0,ADS,7.0,6.432999999999993
stanford,eye-tracking,mb-s9,453.0,ADS,8.0,3.230999999999881
stanford,eye-tracking,mb-s10,444.0,IDS,1.0,7.832000000000022
stanford,eye-tracking,mb-s10,444.0,ADS,1.0,5.631999999999948
stanford,eye-tracking,mb-s10,444.0,IDS,2.0,6.299000000000007
stanford,eye-tracking,mb-s10,444.0,ADS,2.0,0.0
stanford,eye-tracking,mb-s10,444.0,ADS,3.0,2.433000000000021
stanford,eye-tracking,mb-s10,444.0,IDS,3.0,0.0
stanford,eye-tracking,mb-s10,444.0,IDS,4.0,0.0
stanford,eye-tracking,mb-s10,444.0,ADS,4.0,0.9339999999999975
stanford,eye-tracking,mb-s10,444.0,ADS,5.0,0.3009999999999877
stanford,eye-tracking,mb-s10,444.0,IDS,5.0,0.5
stanford,eye-tracking,mb-s10,444.0,ADS,6.0,2.6000000000000227
stanford,eye-tracking,mb-s10,444.0,IDS,6.0,0.0
stanford,eye-tracking,mb-s10,444.0,IDS,7.0,1.1350000000000477
stanford,eye-tracking,mb-s10,444.0,ADS,7.0,3.1650000000000773
stanford,eye-tracking,mb-s10,444.0,ADS,8.0,0.0
stanford,eye-tracking,mb-s11,420.0,IDS,1.0,1.6990000000000123
stanford,eye-tracking,mb-s11,420.0,ADS,1.0,0.0
stanford,eye-tracking,mb-s11,420.0,IDS,2.0,0.0
stanford,eye-tracking,mb-s11,420.0,ADS,2.0,0.5010000000000048
stanford,eye-tracking,mb-s11,420.0,ADS,3.0,0.26499999999995794
stanford,eye-tracking,mb-s11,420.0,IDS,3.0,0.03300000000001546
stanford,eye-tracking,mb-s11,420.0,IDS,4.0,0.06699999999995043
stanford,eye-tracking,mb-s11,420.0,ADS,4.0,0.4009999999999536
stanford,eye-tracking,mb-s11,420.0,ADS,5.0,0.10099999999999909
stanford,eye-tracking,mb-s11,420.0,IDS,5.0,0.5
stanford,eye-tracking,mb-s11,420.0,ADS,6.0,0.0
stanford,eye-tracking,mb-s11,420.0,IDS,6.0,0.0
stanford,eye-tracking,mb-s11,420.0,IDS,7.0,0.36499999999995225
stanford,eye-tracking,mb-s11,420.0,ADS,7.0,0.5980000000001269
stanford,eye-tracking,mb-s11,420.0,ADS,8.0,2.33199999999988
stanford,eye-tracking,mb-s12,426.0,IDS,1.0,0.8029999999999973
stanford,eye-tracking,mb-s12,426.0,ADS,1.0,0.8660000000000139
stanford,eye-tracking,mb-s12,426.0,IDS,2.0,3.629999999999967
stanford,eye-tracking,mb-s12,426.0,ADS,2.0,5.401999999999958
stanford,eye-tracking,mb-s12,426.0,ADS,3.0,5.432999999999993
stanford,eye-tracking,mb-s12,426.0,IDS,3.0,7.032000000000011
stanford,eye-tracking,mb-s12,426.0,IDS,4.0,1.4630000000000791
stanford,eye-tracking,mb-s12,426.0,ADS,4.0,0.033999999999991815
stanford,eye-tracking,mb-s12,426.0,ADS,5.0,5.167000000000002
stanford,eye-tracking,mb-s12,426.0,IDS,5.0,1.269000000000176
stanford,eye-tracking,mb-s12,426.0,ADS,6.0,0.06699999999995043
stanford,eye-tracking,mb-s12,426.0,IDS,6.0,1.66599999999994
stanford,eye-tracking,mb-s12,426.0,IDS,7.0,0.13299999999998136
stanford,eye-tracking,mb-s12,426.0,ADS,7.0,1.800000000000125
stanford,eye-tracking,mb-s12,426.0,ADS,8.0,0.5340000000000487
stanford,eye-tracking,mb1-s13,399.0,NA,NA,NA
stanford,eye-tracking,mb1-s14,396.0,NA,NA,NA
brookes,single-screen,Dylan,393.90000000000003,Train,1.0,0.0
brookes,single-screen,Dylan,393.90000000000003,Train,1.0,1.495
brookes,single-screen,Dylan,393.90000000000003,Train,1.0,2.376
brookes,single-screen,Dylan,393.90000000000003,IDS,1.0,6.639
brookes,single-screen,Dylan,393.90000000000003,ADS,1.0,14.456
brookes,single-screen,Dylan,393.90000000000003,ADS,2.0,24.724
brookes,single-screen,Dylan,393.90000000000003,IDS,2.0,6.715
brookes,single-screen,Dylan,393.90000000000003,ADS,3.0,4.72
brookes,single-screen,Dylan,393.90000000000003,IDS,3.0,25.458
brookes,single-screen,Dylan,393.90000000000003,ADS,4.0,16.567
brookes,single-screen,Dylan,393.90000000000003,IDS,4.0,26.084
brookes,single-screen,Dylan,393.90000000000003,ADS,5.0,10.49
brookes,single-screen,Dylan,393.90000000000003,IDS,5.0,5.669
brookes,single-screen,Dylan,393.90000000000003,IDS,6.0,2.16
brookes,single-screen,Dylan,393.90000000000003,ADS,6.0,-0.472
brookes,single-screen,Dylan,393.90000000000003,IDS,7.0,-15.32
brookes,single-screen,Dylan,393.90000000000003,ADS,7.0,3.824
brookes,single-screen,Dylan,393.90000000000003,IDS,8.0,4.034
brookes,single-screen,Dylan,393.90000000000003,ADS,8.0,23.337
brookes,single-screen,Jessica,363.6,Train,1.0,27.756
brookes,single-screen,Jessica,363.6,Train,1.0,8.62
brookes,single-screen,Jessica,363.6,IDS,1.0,25.341
brookes,single-screen,Jessica,363.6,ADS,1.0,4.625
brookes,single-screen,Jessica,363.6,IDS,2.0,14.402
brookes,single-screen,Jessica,363.6,ADS,2.0,2.807
brookes,single-screen,Jessica,363.6,ADS,3.0,10.69
brookes,single-screen,Jessica,363.6,IDS,3.0,2.089
brookes,single-screen,Jessica,363.6,IDS,4.0,13.821
brookes,single-screen,Jessica,363.6,ADS,4.0,-1.247
brookes,single-screen,Jessica,363.6,ADS,5.0,-0.831
brookes,single-screen,Jessica,363.6,IDS,5.0,4.713
brookes,single-screen,Jessica,363.6,ADS,6.0,4.489
brookes,single-screen,Jessica,363.6,IDS,6.0,-0.711
brookes,single-screen,Jessica,363.6,IDS,7.0,3.077
brookes,single-screen,Jessica,363.6,ADS,7.0,1.113
brookes,single-screen,Jessica,363.6,ADS,8.0,-0.511
brookes,single-screen,Jessica,363.6,IDS,8.0,4.99
brookes,single-screen,Lilia,378.75,Train,1.0,5.816
brookes,single-screen,Lilia,378.75,Train,1.0,24.907
brookes,single-screen,Lilia,378.75,IDS,1.0,3.386
brookes,single-screen,Lilia,378.75,ADS,1.0,-1.647
brookes,single-screen,Lilia,378.75,IDS,2.0,3.297
brookes,single-screen,Lilia,378.75,ADS,2.0,-2.279
brookes,single-screen,Lilia,378.75,ADS,3.0,3.137
brookes,single-screen,Lilia,378.75,IDS,3.0,-36.271
brookes,single-screen,Lilia,378.75,IDS,4.0,10.193
brookes,single-screen,Lilia,378.75,ADS,4.0,2.617
brookes,single-screen,Lilia,378.75,ADS,5.0,0.449
brookes,single-screen,Lilia,378.75,IDS,5.0,-2.487
brookes,single-screen,Lilia,378.75,ADS,6.0,0.345
brookes,single-screen,Lilia,378.75,IDS,6.0,-0.343
brookes,single-screen,Lilia,378.75,IDS,7.0,-1.983
brookes,single-screen,Lilia,378.75,ADS,7.0,0.0
brookes,single-screen,Lilia,378.75,ADS,8.0,0.545
brookes,single-screen,Lilia,378.75,IDS,8.0,-0.703
brookes,single-screen,Rachel,363.6,Train,1.0,7.192
brookes,single-screen,Rachel,363.6,Train,1.0,11.335
brookes,single-screen,Rachel,363.6,ADS,1.0,2.825
brookes,single-screen,Rachel,363.6,IDS,1.0,4.312
brookes,single-screen,Rachel,363.6,ADS,2.0,2.561
brookes,single-screen,Rachel,363.6,IDS,2.0,2.824
brookes,single-screen,Rachel,363.6,IDS,3.0,-1.249
brookes,single-screen,Rachel,363.6,ADS,3.0,2.256
brookes,single-screen,Rachel,363.6,ADS,4.0,4.775
brookes,single-screen,Rachel,363.6,IDS,4.0,7.184
brookes,single-screen,Rachel,363.6,IDS,5.0,-0.895
brookes,single-screen,Rachel,363.6,ADS,5.0,0.712
brookes,single-screen,Rachel,363.6,IDS,6.0,16.912
brookes,single-screen,Rachel,363.6,ADS,6.0,4.386
brookes,single-screen,Rachel,363.6,ADS,7.0,2.196
brookes,single-screen,Rachel,363.6,IDS,7.0,15.794
brookes,single-screen,Rachel,363.6,IDS,8.0,9.235
brookes,single-screen,Rachel,363.6,ADS,8.0,3.768
brookes,single-screen,Oliver,439.35,Train,1.0,23.633
brookes,single-screen,Oliver,439.35,Train,1.0,23.407
brookes,single-screen,Oliver,439.35,ADS,1.0,13.889
brookes,single-screen,Oliver,439.35,IDS,1.0,-2.088
brookes,single-screen,Oliver,439.35,ADS,2.0,-0.384
brookes,single-screen,Oliver,439.35,IDS,2.0,-0.288
brookes,single-screen,Oliver,439.35,IDS,3.0,4.265
brookes,single-screen,Oliver,439.35,ADS,3.0,-1.239
brookes,single-screen,Oliver,439.35,ADS,4.0,-2.784
brookes,single-screen,Oliver,439.35,IDS,4.0,-1.983
brookes,single-screen,Oliver,439.35,IDS,5.0,1.816
brookes,single-screen,Oliver,439.35,ADS,5.0,0.654
brookes,single-screen,Oliver,439.35,IDS,6.0,-2.208
brookes,single-screen,Oliver,439.35,ADS,6.0,1.439
brookes,single-screen,Oliver,439.35,ADS,7.0,-25.304
brookes,single-screen,Oliver,439.35,IDS,7.0,2.831
brookes,single-screen,Oliver,439.35,IDS,8.0,0.808
brookes,single-screen,Oliver,439.35,ADS,8.0,0.576
